Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Completado,Observaciones,Fecha Programada,Duración,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador,correo de programador,correo de planeador,imagen_observacion,aprobacion programador
EQUIPOS PARA  PREPARACION DE JARABE,70946573,TANQUE DE AGUA RECUPERADA,13341996,INSPECCIÓN SEMANAL TK AGUA RECUPERADA,Mangueras neumáticas: Inspeccionar estado general de las mangueras. Verificar la ausencia de fugas.,,,,"0,2",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946573,TANQUE DE AGUA RECUPERADA,13341996,INSPECCIÓN SEMANAL TK AGUA RECUPERADA,"Bloque de actuadores de válvulas automaticas: Inspeccionar el estado general de las los actuadores, su funcionamiento y anclaje a la tuberia. Inspeccionar funcionamiento.",,,,"0,2",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946574,TANQUE DE AGUA FRESCA,13341997,INSPECCIÓN SEMANAL TK AGUA FRESCA,"Sensores: Inspeccionar estado general de los sensores del tanque, sus conexiones y su funcionamiento.",,,,"0,2",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946574,TANQUE DE AGUA FRESCA,13341997,INSPECCIÓN SEMANAL TK AGUA FRESCA,Estado general: Inpeccionar el estado general del tanque y verificar la ausencia de fugas.,,,,"0,2",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946574,TANQUE DE AGUA FRESCA,13341997,INSPECCIÓN SEMANAL TK AGUA FRESCA,"Válvulas manuales y tomamuestras: Inspeccionar el estado general de las válvulas, su funcionamiento y anclaje a la tuberia. Inspeccionar el estado general de los toma muestras, su funcionamiento y ausencia de fugas.",,,,"0,2",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946574,TANQUE DE AGUA FRESCA,13341997,INSPECCIÓN SEMANAL TK AGUA FRESCA,Mangueras neumáticas: Inspeccionar estado general de las mangueras. Verificar la ausencia de fugas.,,,,"0,2",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946574,TANQUE DE AGUA FRESCA,13341997,INSPECCIÓN SEMANAL TK AGUA FRESCA,"Bloque de actuadores de válvulas automaticas: Inspeccionar el estado general de las los actuadores, su funcionamiento y anclaje a la tuberia. Inspeccionar funcionamiento.",,,,"0,2",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946575,TANQUE DE DESINFECTANTE,13341998,INSPECCIÓN MEC SEMANAL DE EQUIPOS,"Sensores: Inspeccionar estado general de los sensores del tanque, sus conexiones y su funcionamiento.",,,,"0,2",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946575,TANQUE DE DESINFECTANTE,13341998,INSPECCIÓN MEC SEMANAL DE EQUIPOS,Estado general: Inpeccionar el estado general del tanque y verificar la ausencia de fugas.,,,,"0,2",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946575,TANQUE DE DESINFECTANTE,13341998,INSPECCIÓN MEC SEMANAL DE EQUIPOS,"Válvulas manuales y tomamuestras: Inspeccionar el estado general de las válvulas, su funcionamiento y anclaje a la tuberia. Inspeccionar el estado general de los toma muestras, su funcionamiento y ausencia de fugas.",,,,"0,2",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946575,TANQUE DE DESINFECTANTE,13341998,INSPECCIÓN MEC SEMANAL DE EQUIPOS,Mangueras neumáticas: Inspeccionar estado general de las mangueras. Verificar la ausencia de fugas.,,,,"0,2",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946575,TANQUE DE DESINFECTANTE,13341998,INSPECCIÓN MEC SEMANAL DE EQUIPOS,"Bloque de actuadores de válvulas automaticas: Inspeccionar el estado general de las los actuadores, su funcionamiento y anclaje a la tuberia. Inspeccionar funcionamiento.",,,,"0,2",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946601,EQUIPO DE DOSIFICACIÓN DE CLORO HTH,13342174,INSPECCIÓN SEMANAL DOSI CLORO HTH,"Sensores: Inspeccionar estado general de los sensores del tanque y de confirmacion de posicionamiento de las valvulas, sus conexiones y su funcionamiento.",,,,"0,1111111111",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946601,EQUIPO DE DOSIFICACIÓN DE CLORO HTH,13342174,INSPECCIÓN SEMANAL DOSI CLORO HTH,"Motor de la bomba neumática: Inspeccionar estado del motor de la bomba neumática: conexiones, limpieza, anclaje,  ruido, temperatura, estado de la instalación neumática, manguera y unidad de mantenimiento.",,,,"0,1111111111",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946601,EQUIPO DE DOSIFICACIÓN DE CLORO HTH,13342174,INSPECCIÓN SEMANAL DOSI CLORO HTH,"Bomba neumática - impulsión: Inspeccionar estado del acople mecánico entre el motor y la bomba, ruido y anclaje de la bomba.",,,,"0,1111111111",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946601,EQUIPO DE DOSIFICACIÓN DE CLORO HTH,13342174,INSPECCIÓN SEMANAL DOSI CLORO HTH,Estado general: Inpeccionar el estado general del tanque y del clorinador verificar la ausencia de fugas.,,,,"0,1111111111",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946601,EQUIPO DE DOSIFICACIÓN DE CLORO HTH,13342174,INSPECCIÓN SEMANAL DOSI CLORO HTH,"Motobomba: Inspeccionar estado de la motobomba: conexiones, ruido, temperatura, estado de la instalación eléctrica, corriente. Verificar la cantidad de strokes.",,,,"0,1111111111",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946601,EQUIPO DE DOSIFICACIÓN DE CLORO HTH,13342174,INSPECCIÓN SEMANAL DOSI CLORO HTH,Manómetros: Inspeccionar estado general de los manómetros y su conexión al sistema.,,,,"0,1111111111",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946601,EQUIPO DE DOSIFICACIÓN DE CLORO HTH,13342174,INSPECCIÓN SEMANAL DOSI CLORO HTH,Mangueras: Inspeccionar estado general de las mangueras. Verificar la ausencia de fugas.,,,,"0,1111111111",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946601,EQUIPO DE DOSIFICACIÓN DE CLORO HTH,13342174,INSPECCIÓN SEMANAL DOSI CLORO HTH,"Válvulas manuales: Inspeccionar el estado general de las válvulas, su funcionamiento y anclaje a la tuberia.",,,,"0,1111111111",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946601,EQUIPO DE DOSIFICACIÓN DE CLORO HTH,13342174,INSPECCIÓN SEMANAL DOSI CLORO HTH,"Bloque de actuadores de válvulas automaticas: Inspeccionar el estado general de las los actuadores, su funcionamiento y anclaje a la tuberia. Inspeccionar funcionamiento y calibración de pieza mecánica de confirmación de posición.",,,,"0,1111111111",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,709805,LAMPARA UV,13342144,INSPECCIÓN SEMANAL LAMPARA UV,"Sensores: Inspeccionar estado general de los sensores de la lampara, sus conexiones y su funcionamiento.",,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,709805,LAMPARA UV,13342144,INSPECCIÓN SEMANAL LAMPARA UV,"Válvulas manuales y tomamuestras: Inspeccionar el estado general de las válvulas, su funcionamiento y anclaje a la tuberia. Inspeccionar el estado general de los toma muestras, su funcionamiento y ausencia de fugas.",,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,709805,LAMPARA UV,13342144,INSPECCIÓN SEMANAL LAMPARA UV,"Bloque de actuadores de válvulas automaticas: Inspeccionar el estado general de las los actuadores, su funcionamiento y anclaje a la tuberia. Inspeccionar funcionamiento de pieza mecánica de confirmación de posición.",,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,709805,LAMPARA UV,13342144,INSPECCIÓN SEMANAL LAMPARA UV,"Tarjetas eléctronicas: Inspeccionar estado, funcionamiento y conexiones de las tarjetas electrónicas. Inspeccionar estado de las cajas pásticas en donde se encuentran las tarjetas",,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,709805,LAMPARA UV,13342144,INSPECCIÓN SEMANAL LAMPARA UV,"Conectores y lamparar: Inspeccionar estado, funcionamiento de los conectores de las lámparas.",,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,709805,LAMPARA UV,13342144,INSPECCIÓN SEMANAL LAMPARA UV,Tablero de control: Inspeccionar estado general de la pantalla y verificar el estado en pantalla de las lamparas.,,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,709805,LAMPARA UV,13342144,INSPECCIÓN SEMANAL LAMPARA UV,Estado general: Inpeccionar el estado general de la lampara y verificar la ausencia de fugas.,,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,709805,LAMPARA UV,13342144,INSPECCIÓN SEMANAL LAMPARA UV,"Balastros: Inspeccionar estado, funcionamiento y conexiones de los balastros.",,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946566,RED JARABE SIMPLE,13342015,INSPECCIÓN SEMANAL RED DE JARABE SIMPLE,"Sensores: Inspeccionar estado general de los sensores sus conexiones y su funcionamiento. Inspeccionar el estado de los controladores, sus conexiones y funcionamiento y estado de la pantalla.",,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946566,RED JARABE SIMPLE,13342015,INSPECCIÓN SEMANAL RED DE JARABE SIMPLE,"Motores de las bombas de envío: Inspeccionar estado de los motores de las bombas: ruido, temperatura, corriente y  estado de la instalación eléctrica.",,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946566,RED JARABE SIMPLE,13342015,INSPECCIÓN SEMANAL RED DE JARABE SIMPLE,"Motores de las bombas de envío: Inspeccionar estado de los motores de las bombas: conexiones, estado de la bornera, limpieza y anclaje de la base del motor. Inspeccionar estado de la guarda de protección del motor.",,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946566,RED JARABE SIMPLE,13342015,INSPECCIÓN SEMANAL RED DE JARABE SIMPLE,"Bombas de envío- sistema de impulsión: Inspeccionar estado de la bomba, ruido y  temperatura de la bomba. Verificar la ausencia de fugas.",,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946566,RED JARABE SIMPLE,13342015,INSPECCIÓN SEMANAL RED DE JARABE SIMPLE,"Bombas envío- sistema de impulsión: Inspeccionar estado del anclaje de la bomba, limpieza general. Inspeccionar estado de la guarda de protección.",,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946566,RED JARABE SIMPLE,13342015,INSPECCIÓN SEMANAL RED DE JARABE SIMPLE,"Bombas retorno- sistema de impulsión: Inspeccionar estado del anclaje de la bomba, limpieza general. Inspeccionar estado de la guarda de protección.",,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946566,RED JARABE SIMPLE,13342015,INSPECCIÓN SEMANAL RED DE JARABE SIMPLE,Estado general: Inpeccionar el estado general del sistema CIP y verificar la ausencia de fugas.,,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946566,RED JARABE SIMPLE,13342015,INSPECCIÓN SEMANAL RED DE JARABE SIMPLE,"Válvulas manuales y tomamuestras: Inspeccionar el estado general de las válvulas, su funcionamiento y anclaje a la tuberia. Inspeccionar el estado general de los toma muestras, su funcionamiento y ausencia de fugas.",,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946566,RED JARABE SIMPLE,13342015,INSPECCIÓN SEMANAL RED DE JARABE SIMPLE,Mangueras neumáticas: Inspeccionar estado general de las mangueras. Verificar la ausencia de fugas.,,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946566,RED JARABE SIMPLE,13342015,INSPECCIÓN SEMANAL RED DE JARABE SIMPLE,"Bloque de actuadores de válvulas automaticas: Inspeccionar el estado general de las los actuadores, su funcionamiento y anclaje a la tuberia. Inspeccionar funcionamiento.",,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946566,RED JARABE SIMPLE,13342015,INSPECCIÓN SEMANAL RED DE JARABE SIMPLE,Unidad de mantenimiento: Inspeccionar estado general de la unidad de mantenimiento y su conexión al sistema. Inspeccionar la ausencia de fugas de aire.,,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946566,RED JARABE SIMPLE,13342015,INSPECCIÓN SEMANAL RED DE JARABE SIMPLE,"Bombas: Inspeccionar estado de los motores, sistema de lubricación de los sellos de las bombas, conexiones, corriente, ruido y temperatura.",,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946566,RED JARABE SIMPLE,13342015,INSPECCIÓN SEMANAL RED DE JARABE SIMPLE,"Tanque buffer: Inspeccionar todos los sensores; nivel, temperatura, brix, flujo ,tapa, drenaje, presión y uma esteril",,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946566,RED JARABE SIMPLE,13342015,INSPECCIÓN SEMANAL RED DE JARABE SIMPLE,Líneas de envío: Inspeccionar estado y conexiones de los sensores de flujo volumétrico y másico. Inspeccionar estado y conexiones de los controladores.,,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946566,RED JARABE SIMPLE,13342015,INSPECCIÓN SEMANAL RED DE JARABE SIMPLE,Válvulas:  Inspeccionar del bloque de válvulas y sus conexiones.,,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946566,RED JARABE SIMPLE,13342015,INSPECCIÓN SEMANAL RED DE JARABE SIMPLE,"Tablero de control (isla): Inspeccionar estado de los componentes, sus conexiones y limpieza. Estado y funcionamiento de la unidad aclimatizadora. ",,,,"0,125",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Sensores: Inspeccionar estado general de los sensores sus conexiones y su funcionamiento. Inspeccionar el estado de los controladores, sus conexiones y funcionamiento y estado de la pantalla.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Motores de las bombas de envío: Inspeccionar estado de los motores de las bombas: ruido, temperatura, corriente y  estado de la instalación eléctrica.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Motores de las bombas de envío: Inspeccionar estado de los motores de las bombas: conexiones, estado de la bornera, limpieza y anclaje de la base del motor. Inspeccionar estado de la guarda de protección del motor.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Bombas de envío- sistema de impulsión: Inspeccionar estado de la bomba, ruido y  temperatura de la bomba. Verificar la ausencia de fugas.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Bombas envío- sistema de impulsión: Inspeccionar estado del anclaje de la bomba, limpieza general. Inspeccionar estado de la guarda de protección.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,Estado general: Inpeccionar el estado general del sistema CIP y verificar la ausencia de fugas.,,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Válvulas manuales y tomamuestras: Inspeccionar el estado general de las válvulas, su funcionamiento y anclaje a la tuberia. Inspeccionar el estado general de los toma muestras, su funcionamiento y ausencia de fugas.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,Mangueras neumáticas: Inspeccionar estado general de las mangueras. Verificar la ausencia de fugas.,,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Bloque de actuadores de válvulas automaticas: Inspeccionar el estado general de las los actuadores, su funcionamiento y anclaje a la tuberia. Inspeccionar funcionamiento.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,Unidad de mantenimiento: Inspeccionar estado general de la unidad de mantenimiento y su conexión al sistema. Inspeccionar la ausencia de fugas de aire.,,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Sensores: Inspeccionar estado general de los sensores del tanque, sus conexiones y su funcionamiento.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,Estado general: Inpeccionar el estado general del la balanza y su funcionamiento. Verificar la ausencia de fugas.,,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Válvulas manuales y tomamuestras: Inspeccionar el estado general de las válvulas, su funcionamiento y anclaje a la tuberia. Inspeccionar el estado general de los toma muestras, su funcionamiento y ausencia de fugas.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,Mangueras neumáticas: Inspeccionar estado general de las mangueras. Verificar la ausencia de fugas de aire.,,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Bloque de válvulas automaticas: Inspeccionar el estado general de las los actuadores, su funcionamiento y anclaje a la tuberia. Inspeccionar funcionamiento.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Caja de mandos manuales: Inspeccionar estado general de la caja de pulsadores de la tolva, sus conexiones y su funcionamiento.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Motores de las bombas: Inspeccionar estado de los motores de las bombas: ruido, temperatura, corriente y  estado de la instalación eléctrica.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Motores de las bombas: Inspeccionar estado de los motores de las bombas: conexiones, estado de la bornera, limpieza y anclaje de la base del motor. Inspeccionar estado de la guarda de protección del motor.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Bombas - sistema de impulsión: Inspeccionar el estado de la bomba, ruido y  temperatura de la bomba. Verificar la ausencia de fugas. ",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Bombas - sistema de impulsión: Inspeccionar estado del acople mecánico entre el motor y la bomba, anclaje de la bomba, limpieza general. ",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Sistema de lubricación de los sellos: Inspeccionar el estado de la electroválvula, verificar sus conexiones y estado general del conector, estado general de las mangueras. Verificar la ausencia de fugas de agua.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Bloque de actuadores de válvulas automaticas: Inspeccionar el estado general de las los actuadores, su funcionamiento y anclaje a la tuberia. Inspeccionar funcionamiento y calibración de pieza mecánica de confirmación de posición.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Sensores: Inspeccionar estado general de los sensores de confirmación de posición de las válvulas automáticas, conexiones y su funcionamiento.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Bombas: Inspeccionar estado de los motores, sistema de lubricación de los sellos de las bombas, corrientes, ruido y temperatura.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Tanques de Preparación: Inspeccionar todos los sensores; nivel, temperatura, tapa, mandos manuales, motorreductor del agitador y filtros.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Estación de suministro de pulpas: Inspeccionar todos los sensores, mandos manuales y bombas.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,Tolva de adición de ingredientes:  Inspeccionar todos los sensores y bombas.,,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Tanque de Ácido Cítrico: Inspeccionar todos los sensores: nivel, temperatura, tapa. ",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Agitador tanque de ácido cítrico: Inspeccionar estado del motor del agitador, corriente, conexiones, teperatura, ruido y estado de los sellos de la caja reductora.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Tanque de Gomas y Pectinas: Inspeccionar todos los sensores: nivel, temperatura, tapa.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Agitador tanque de gomas y pectinas: Inspeccionar estado del motor del agitador, corriente, conexiones, teperatura, ruido y estado de los sellos de la caja reductora.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,Válvulas:  Inspeccionar sistema de calentamiento. Inspeccionar estado de los actuadores de las válvulas proporcionales y sus posicionadores. ,,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,Válvulas:  Inspeccionar sistema de enfriamiento. Inspeccionar estado de los actuadores de las válvulas proporcionales y sus posicionadores. ,,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,Líneas de preparación y envío de ingredientes: Inspeccionar estado y conexiones de los sensores y controladores de flujo volumétrico y másico. Inspeccionar estado y conexiones de los controladores.,,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,Válvulas:  Verificación de las islas de válvulas y sus conexiones. ,,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946568,ESTACIÓN DE INGREDIENTES,13342013,INSPECCIÓN SEMANAL ESTACION INGREDIENTES,"Tablero de control (isla): Inspeccionar estado de los componentes, sus conexiones y limpieza. Estado y funcionamiento de la unidad aclimatizadora. Estado y funcionamiento del panel HMI.",,,,"0,0555555556",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946569,ESTACIÓN DE GOMAS Y P,13342012,INSPECCIÓN SEMANAL ESTACION GOMAS Y PEC,"Sensores: Inspeccionar estado general de los sensores del tanque, sus conexiones y su funcionamiento.",,,,"0,0833333333",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946569,ESTACIÓN DE GOMAS Y P,13342012,INSPECCIÓN SEMANAL ESTACION GOMAS Y PEC,Estado general: Inpeccionar el estado general del tanque y verificar la ausencia de fugas.,,,,"0,0833333333",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946569,ESTACIÓN DE GOMAS Y P,13342012,INSPECCIÓN SEMANAL ESTACION GOMAS Y PEC,"Válvulas manuales: Inspeccionar el estado general de las válvulas, su funcionamiento y anclaje a la tuberia.",,,,"0,0833333333",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946569,ESTACIÓN DE GOMAS Y P,13342012,INSPECCIÓN SEMANAL ESTACION GOMAS Y PEC,Mangueras neumáticas: Inspeccionar estado general de las mangueras. Verificar la ausencia de fugas de aire.,,,,"0,0833333333",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946569,ESTACIÓN DE GOMAS Y P,13342012,INSPECCIÓN SEMANAL ESTACION GOMAS Y PEC,Unidad de mantenimiento: Inspeccionar estado general de la unidad de mantenimiento y su conexión al sistema. Inspeccionar la ausencia de fugas de aire,,,,"0,0833333333",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946569,ESTACIÓN DE GOMAS Y P,13342012,INSPECCIÓN SEMANAL ESTACION GOMAS Y PEC,"Bloque de válvulas automaticas: Inspeccionar el estado general de las los actuadores, su funcionamiento y anclaje a la tuberia. Inspeccionar funcionamiento.",,,,"0,0833333333",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946569,ESTACIÓN DE GOMAS Y P,13342012,INSPECCIÓN SEMANAL ESTACION GOMAS Y PEC,"Caja de mandos manuales: Inspeccionar estado general de la caja de pulsadores de la tolva, sus conexiones y su funcionamiento.",,,,"0,0833333333",,,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,70946569,ESTACIÓN DE GOMAS Y P,13342012,INSPECCIÓN SEMANAL ESTACION GOMAS Y PEC,"Motores de las bombas: Inspeccionar estado de los motores de las bombas: ruido, temperatura, corriente y  estado de la instalación eléctrica.",,,,"0,0833333333",,,,,,,,
