Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Completado,Observaciones,Fecha Programada,Duración,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador,aprobacion programador,correo de programador,correo de planeador,imagen_observacion
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICAR  FUNCIONAMIENTO PILOTOS,si,CUMPLE,"17/5/2024, 8:55:21",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICAR  ALARMA BAJA  PRESIÓN DE AGUA ,si,CUMPLE,"17/5/2024, 8:55:28",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICAR FUNCIONAMIENTO SISTEMA EDTA,si,CUMPLE,"17/5/2024, 8:55:43",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICACION ESTADO DUCHAS Y LAVAOJOS (2),si,CUMPLE,"17/5/2024, 8:56:11",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICACION FUNCIONAMIENTO SISTEMA ELECTRICO,si,CUMPLE,"17/5/2024, 8:56:24",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,"VERIFICAR ESTADO CHUMACERAS , PIÑONES Y CADENAS",si,CUMPLE,"17/5/2024, 8:56:36",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICAR ORDEN Y ASEO GENERAL ( TECHO Y PISO),si,CUMPLE,"17/5/2024, 8:56:44",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICAR LIMPIEZA  TABLEROS ELECTRICOS,si,CUMPLE,"17/5/2024, 8:56:54",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICAR LUBRICACION GENERAL EQUIPO ,si,CUMPLE,"17/5/2024, 8:57:05",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",560014,LAVADORA DE CAJAS,13297649,Inspeccion  semanal Lavadora de cajas,VERIFICAR  FUNC. Y ESTADO BOQUILLAS,si,CUMPLE,"17/5/2024, 8:58:21",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",560014,LAVADORA DE CAJAS,13297649,Inspeccion  semanal Lavadora de cajas,VERIFICAR PRESION BOMBAS DE AGUA,si,CUMPLE,"17/5/2024, 8:58:29",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",560014,LAVADORA DE CAJAS,13297649,Inspeccion  semanal Lavadora de cajas,VERIFICAR FUNC. DE MANOMETROS  ,si,CUMPLE,"17/5/2024, 8:58:42",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",560014,LAVADORA DE CAJAS,13297649,Inspeccion  semanal Lavadora de cajas,VERIFICAR ESTADO CADENA TRANSPORTADOR,si,CUMPLE,"17/5/2024, 8:58:52",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",560014,LAVADORA DE CAJAS,13297649,Inspeccion  semanal Lavadora de cajas,VERIFICAR ESTADO EMPAQUES Y JUNTAS,si,CUMPLE,"17/5/2024, 8:59:06",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",560014,LAVADORA DE CAJAS,13297649,Inspeccion  semanal Lavadora de cajas,VERIFICAR ESTADO BANDA TRANSP ENTRADA,si,CUMPLE,"17/5/2024, 8:59:24",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",560014,LAVADORA DE CAJAS,13297649,Inspeccion  semanal Lavadora de cajas,VERIFICAR ESTADO GENERAL DEL EQUIPO,si,CUMPLE,"17/5/2024, 8:59:34",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",560014,LAVADORA DE CAJAS,13297649,Inspeccion  semanal Lavadora de cajas,VERIFICAR LUBRICACION  CHUMACERAS Y RODAMIENTOS ,si,CUMPLE,"17/5/2024, 8:59:48",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",709669,FILTRO PULIDOR,13343988,Inspeccion Filtro pulidor,VERIFICAR ESTADO DE MANOMETRO ,si,CUMPLE,"17/5/2024, 9:00:06","0,125",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",709669,FILTRO PULIDOR,13343988,Inspeccion Filtro pulidor,VERICIAR HERMETICIDAD,si,CUMPLE,"17/5/2024, 9:00:16","0,125",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",709669,FILTRO PULIDOR,13343988,Inspeccion Filtro pulidor,VERIFICAR ESTADO DE VALVULAS Y ACCESORIOS ,si,CUMPLE,"17/5/2024, 9:00:42","0,125",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",709669,FILTRO PULIDOR,13343988,Inspeccion Filtro pulidor,INSPECCION GENERAL DE EQUIPO ,si,CUMPLE,"17/5/2024, 9:00:51","0,125",,,,,si,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710100,LLENADORA DE BOTELLONES,13343983,Inspeccion SEMANAL LLENADOAR BOTELLONES,VERIF FUNC.SISTEMA LLENADO,,,,1,si,si,si,si,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710100,LLENADORA DE BOTELLONES,13343983,Inspeccion SEMANAL LLENADOAR BOTELLONES,VERIF FUNC.SENSORES Y MICROS ,,,,1,si,si,si,si,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710100,LLENADORA DE BOTELLONES,13343983,Inspeccion SEMANAL LLENADOAR BOTELLONES,VERIF FUNC.SISTEMA NEUMÁTICO,,,,1,si,si,si,si,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710100,LLENADORA DE BOTELLONES,13343983,Inspeccion SEMANAL LLENADOAR BOTELLONES,VERIFICAR  FUN.. VIBRADOR ,,,,1,si,si,si,si,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710100,LLENADORA DE BOTELLONES,13343983,Inspeccion SEMANAL LLENADOAR BOTELLONES,VERIFICAR  FUN.. TAPONADOR ,,,,1,si,si,si,si,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710100,LLENADORA DE BOTELLONES,13343983,Inspeccion SEMANAL LLENADOAR BOTELLONES,VERIFICAR  FUGAS DE AIRE,,,,1,si,si,si,si,,,,
LINEA PARA EL LLENADO DE BOLSAS,589641,CODIFICADOR  600,13338879,Inspeccion semanal codificador 360 #1,VERIFICAR FUNCIOANMIENTO DEL EQUIPO,si,CUMPLE,"9/5/2024, 11:47:41","1,5",si,si,si,si,,.,.,CUMPLE
LINEA PARA EL LLENADO DE BOLSAS,589642,CODIFICADOR  5 LITROS,13343987,Inspeccion Codificadro 6 litros,VERIFICAR FUNCIOANMIENTO DEL EQUIPO,si,,,1,si,si,si,si,,,,
LINEA PARA EL LLENADO DE BOLSAS,710165,LLENADORA DE BOLSAS LINEA 6,13343982,Inspeccion semanal  llenadora bolsa 6L,VERIFICAR FUNCIOANMIENTO DEL EQUIPO,si,CUMPLE,"10/5/2024, 11:09:35",1,si,si,si,si,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,650007,CALDERA,13338866,Inspeccion  Caldera,INSPECCIÓN SEMANAL CALDERA,si,CUMPLE,"7/5/2024, 7:55:37",1,si,si,si,si,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649014,COMPRESOR DE AIRE,13343985,INSPECCION SEMANAL COMPRESOR DE AIRE,INSPECCIÓN SEMANAL COMPRESOR DE AIRE,si,CUMPLE,"7/5/2024, 7:56:57",1,si,si,si,si,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649241,COMPRESOR DE AIRE,13343986,INSPECCION SEMANAL COMPRESOR DE AIRE,INSPECCIÓN SEMANAL COMPRESOR DE AIRE,,,,2,,,,,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,709473,FLOCULADOR 9000 GPH,13338851,Inspeccion Floculador,INSPECCIÓN SEMANAL FLOCULADOR 9000 GPH,,,,"0,5",si,si,si,si,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,679322,PLANTA ELECTRICA N 2,13338885,Inspeccion  Planat Electrica,INSPECCIÓN SEMANAL PLANTA ELECTRICA N 2,,,,"0,5",si,si,si,si,,,,
EQUIPOS PARA  PREPARACION DE JARABE,699619,SALA DE JARABES,13338865,Inspeccion  semanal sala de Jarabes,INSPECCIÓN SEMANAL SALA DE JARABES,,,,2,si,si,si,si,,,,
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIF FUNC.CONTROLES NIVEL VASOS  (A-J-M),si,CUMPLE,"21/5/2024, 13:53:24","0,2105263158",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIF FUNC.CONTROL NIVEL TANQUE PRECARBONAT,si,CUMPLE,"21/5/2024, 13:53:44","0,2105263158",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIF FUNC.CONTROL NIVEL TANQUE CARBONATADOR,si,CUMPLE,"21/5/2024, 13:53:59","0,2105263158",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  PRESION BOMBAS DE AGUA Y MEZCLA,si,CUMPLE,"21/5/2024, 13:54:11","0,2105263158",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  FUNC. BOMBA DE VACIO,si,CUMPLE,"21/5/2024, 13:54:24","0,2105263158",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  FUNC. REGULADORES DE AIRE,si,CUMPLE,"21/5/2024, 13:54:34","0,2105263158",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  FUNC.REGULADORES DE CO2,si,CUMPLE,"21/5/2024, 13:54:44","0,2105263158",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  FUNC. VALVULAS PM,si,CUMPLE,"21/5/2024, 13:54:54","0,2105263158",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  FUNC CARBO TROOL,si,CUMPLE,"21/5/2024, 13:55:02","0,2105263158",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  FUNC. ELECTROVLAVULAS,si,CUMPLE,"21/5/2024, 13:55:14","0,2105263158",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  FUNC MANOMETROS ,si,CUMPLE,"21/5/2024, 13:55:31","0,2105263158",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  ESTADO FILTROS DE AIRE,si,CUMPLE,"21/5/2024, 13:55:41","0,2105263158",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR FUGAS DE AIRE,si,CUMPLE,"21/5/2024, 13:56:04","0,2105263158",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  FUGAS DE CO2,si,CUMPLE,"21/5/2024, 13:56:14","0,2105263158",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  FUNC. PROGRAMA CIP,si,CUMPLE,"21/5/2024, 13:56:26","0,2105263158",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  FUNC. SISTEMA REFRIGERACION,si,CUMPLE,"21/5/2024, 13:57:16","0,2105263158",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  FUNC. ALARMA Y PILOTOS SEÑALIZACION,si,CUMPLE,"21/5/2024, 13:57:29","0,2105263158",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  FUNC SISTEMA REFLUJO,si,CUMPLE,"21/5/2024, 13:58:06","0,2105263158",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR LIMPIEZA TABLEROS ELECTRICOS ,si,CUMPLE,"21/5/2024, 13:59:28","0,2105263158",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",538659,CAPSULADORA,13351144,Inspeccion  semanal capsuladora,VERIFICAR FUN. MICROS DE SEGURIDAD ,si,CUMPLE,"17/5/2024, 9:01:02",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",538659,CAPSULADORA,13351144,Inspeccion  semanal capsuladora,VERIFICACIÓN FUN.. ELECTRO VÁLVULA,si,CUMPLE,"17/5/2024, 9:01:14",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",538659,CAPSULADORA,13351144,Inspeccion  semanal capsuladora,VERIFICAR ESTADO EXPULSORES DE TAPA ,si,CUMPLE,"17/5/2024, 9:01:26",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",538659,CAPSULADORA,13351144,Inspeccion  semanal capsuladora,VERIFICAR ESTRELLA DE BLOQUEO TAPA ,si,CUMPLE,"17/5/2024, 9:01:37",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",538659,CAPSULADORA,13351144,Inspeccion  semanal capsuladora,VERIFICAR  FUNC.REGULADOR DE AIRE Y MANOM.,si,CUMPLE,"17/5/2024, 9:01:48",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",538659,CAPSULADORA,13351144,Inspeccion  semanal capsuladora,VERIFICACIÓN  FUNCIONAMIENTO FOTO CELDAS,si,CUMPLE,"17/5/2024, 9:01:58",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",538659,CAPSULADORA,13351144,Inspeccion  semanal capsuladora,VERIFICAR  LUBRICACIÓN( SIN EXCESO),si,CUMPLE,"17/5/2024, 9:02:12",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",538659,CAPSULADORA,13351144,Inspeccion  semanal capsuladora,VERIFICAR ESTADO GUARDA PROTECCION ACRILICO ,si,CUMPLE,"17/5/2024, 9:02:25",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",538659,CAPSULADORA,13351144,Inspeccion  semanal capsuladora,VERIFICAR  FUNCIONAMIENTO SISTEMA MOTRIZ,si,CUMPLE,"17/5/2024, 9:02:41",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",538659,CAPSULADORA,13351144,Inspeccion  semanal capsuladora,VERIFICAR ESTADO GUÍAS Y ESTRELLAS,si,CUMPLE,"17/5/2024, 9:02:55",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",538659,CAPSULADORA,13351144,Inspeccion  semanal capsuladora,VERIFICAR PILOTOS DE SEÑALIZACIÓN,si,CUMPLE,"17/5/2024, 9:03:05",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",538659,CAPSULADORA,13351144,Inspeccion  semanal capsuladora,VERIFICAR LIMPIEZA TABLERO ELÉCTRICO ,si,CUMPLE,"17/5/2024, 9:03:16",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",538659,CAPSULADORA,13351144,Inspeccion  semanal capsuladora,VERIFICAR CHUCK DE ROSCAORES,si,CUMPLE,"17/5/2024, 9:03:31",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",538659,CAPSULADORA,13351144,Inspeccion  semanal capsuladora,VERIFICAR SISTEMA MOTRIZ GENERAL,si,CUMPLE,"17/5/2024, 9:03:45",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",538659,CAPSULADORA,13351144,Inspeccion  semanal capsuladora,VERIFICAR ORDEN Y ASEO GENERAL ,si,CUMPLE,"17/5/2024, 9:04:01",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",538659,CAPSULADORA,13351144,Inspeccion  semanal capsuladora,VERIFICAR LUBRICACION DEL EQUIPO ,si,CUMPLE,"17/5/2024, 9:04:12",1,si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",540013,EMPACADORA,13351142,Inspeccion Empacadora,VERIFICACIÓN FUNCIONAMIENTO SENSORES,si,CUMPLE,"17/5/2024, 9:04:26","0,0666666667",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",540013,EMPACADORA,13351142,Inspeccion Empacadora,VERIFICACIÓN FUNCIONAMIENTO ELECTROVALVULAS,si,CUMPLE,"17/5/2024, 9:04:41","0,0666666667",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",540013,EMPACADORA,13351142,Inspeccion Empacadora,VERIFICACIÓN FUNCIONAMIENTO CILINDROS NEUMÁTICOS,si,CUMPLE,"17/5/2024, 9:04:52","0,0666666667",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",540013,EMPACADORA,13351142,Inspeccion Empacadora,VERIFICACIÓN ESTADO MEMBRANAS Y VÁSTAGOS,si,CUMPLE,"17/5/2024, 9:05:03","0,0666666667",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",540013,EMPACADORA,13351142,Inspeccion Empacadora,VERIFICAR  FUNCIONAMIENTO REGULADORES DE AIRE,si,CUMPLE,"17/5/2024, 9:05:18","0,0666666667",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",540013,EMPACADORA,13351142,Inspeccion Empacadora,VERIFICAR  FUNCIONAMIENTO DE MANOMETROS,si,CUMPLE,"17/5/2024, 9:05:39","0,0666666667",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",540013,EMPACADORA,13351142,Inspeccion Empacadora,VERIFICACIÓN  FUNCIONAMIENTO FOTOCELDAS,si,CUMPLE,"17/5/2024, 9:05:54","0,0666666667",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",540013,EMPACADORA,13351142,Inspeccion Empacadora,VERIFICAR  ESTADO GUÍAS BOTELLAS Y CANASTAS,si,CUMPLE,"17/5/2024, 9:06:13","0,0666666667",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",540013,EMPACADORA,13351142,Inspeccion Empacadora,VERIFICAR  FUNCIONAMIENTO LUBRICONTROLES,si,CUMPLE,"17/5/2024, 9:06:35","0,0666666667",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",540013,EMPACADORA,13351142,Inspeccion Empacadora,VERIFICAR  FUNCIONAMIENTO SISTEMA MOTRIZ,si,CUMPLE,"17/5/2024, 9:06:53","0,0666666667",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",540013,EMPACADORA,13351142,Inspeccion Empacadora,VERIFICAR SEGURIDADES  Y GUARDAS,si,CUMPLE,"17/5/2024, 9:07:26","0,0666666667",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",540013,EMPACADORA,13351142,Inspeccion Empacadora,VERIFICAR ORDEN Y ASEO,si,CUMPLE,"17/5/2024, 9:07:46","0,0666666667",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",540013,EMPACADORA,13351142,Inspeccion Empacadora,VERIFICAR  ESTADO REPUESTOS PARA CAMBIO,si,CUMPLE,"17/5/2024, 9:08:06","0,0666666667",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",540013,EMPACADORA,13351142,Inspeccion Empacadora,VERIFICAR LIMPIEZA TABLEROS ELECTRICOS ,si,CUMPLE,"17/5/2024, 9:08:16","0,0666666667",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",540013,EMPACADORA,13351142,Inspeccion Empacadora,VERIFICAR LUBRICACION DEL EQUIPO ,si,CUMPLE,"17/5/2024, 9:08:36","0,0666666667",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",82962901,CODIFICADOR,13351140,Inspeccion Codificador Gaseosa,VERIFICAR FUNC.SENSOR DE PRODUCTO,si,CUMPLE,"21/5/2024, 14:51:38","0,1818181818",si,si,si,si,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",82962901,CODIFICADOR,13351140,Inspeccion Codificador Gaseosa,VERIFICAR  FUNCIONAMIENTO ENCODER,si,CUMPLE,"21/5/2024, 14:51:47","0,1818181818",si,si,si,si,,.,.,CUMPLE
