Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Completado,Observaciones,Fecha Programada,Duración,aprobacion programador,correo de programador,correo de planeador,imagen_observacion,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador
LINEA VIDRIO Y PET,540024,ENCARTONADORA WRAP AROUND,13350701,INSPECCION  SEMANAL ENCARTONADORA,"VERIFICACION ESTADO DE GUIAS, CUCHILLA Y LA ‘’X’’ DE ENTARDA DE PRODUCTO",si,CUMPLE,"10/5/2024, 11:30:21","0,0625",si,.,.,CUMPLE,,,,
LINEA VIDRIO Y PET,540024,ENCARTONADORA WRAP AROUND,13350701,INSPECCION  SEMANAL ENCARTONADORA,VERIFICACION ESTADO DE BANDAS DE TRANSPORTE DE PRODUCTO,si,CUMPLE,"10/5/2024, 11:30:31","0,0625",si,.,.,CUMPLE,,,,
LINEA VIDRIO Y PET,540024,ENCARTONADORA WRAP AROUND,13350701,INSPECCION  SEMANAL ENCARTONADORA,"VERIFICACION DE SENSORES (TERMINALES DE CARRERA, CAPACITIVOS Y MAGNETICOS DE LAS PUERTAS)",si,CUMPLE,"10/5/2024, 11:30:44","0,0625",si,.,.,CUMPLE,,,,
LINEA VIDRIO Y PET,540024,ENCARTONADORA WRAP AROUND,13350701,INSPECCION  SEMANAL ENCARTONADORA,VERIFICACION DE TABLERO ELECTRICO,si,,,"0,0625",si,,,,,,,
LINEA VIDRIO Y PET,540024,ENCARTONADORA WRAP AROUND,13350701,INSPECCION  SEMANAL ENCARTONADORA,VERIFICACION DE SISTEMA NEUMATICO,si,CUMPLE,"11/5/2024, 9:14:29","0,0625",,.,.,CUMPLE,,,,
LINEA VIDRIO Y PET,540024,ENCARTONADORA WRAP AROUND,13350701,INSPECCION  SEMANAL ENCARTONADORA,VERIFICACION DE GUIA DE LOS CARTONES,si,CUMPLE,"11/5/2024, 9:14:43","0,0625",,.,.,CUMPLE,,,,
LINEA VIDRIO Y PET,540024,ENCARTONADORA WRAP AROUND,13350701,INSPECCION  SEMANAL ENCARTONADORA,VERIFICACION DE SISTEMA MOTRIZ,si,CUMPLE,"11/5/2024, 9:14:52","0,0625",,.,.,CUMPLE,,,,
LINEA VIDRIO Y PET,540024,ENCARTONADORA WRAP AROUND,13350701,INSPECCION  SEMANAL ENCARTONADORA,VERIFICACION DE SISTEMA DE LUBRICACION,si,CUMPLE,"11/5/2024, 9:15:39","0,0625",,.,.,CUMPLE,,,,
LINEA VIDRIO Y PET,540024,ENCARTONADORA WRAP AROUND,13350701,INSPECCION  SEMANAL ENCARTONADORA,VERIFICACION DE ESTADO DE CHUMACERAS,si,CUMPLE,"11/5/2024, 9:15:49","0,0625",,.,.,CUMPLE,,,,
LINEA VIDRIO Y PET,540024,ENCARTONADORA WRAP AROUND,13350701,INSPECCION  SEMANAL ENCARTONADORA,VERIFICACION Y ESTADO DE CADENA DE TRANSPORTE DE CAJA,si,CUMPLE,"11/5/2024, 9:16:01","0,0625",,.,.,CUMPLE,,,,
LINEA VIDRIO Y PET,540024,ENCARTONADORA WRAP AROUND,13350701,INSPECCION  SEMANAL ENCARTONADORA,VERIFICACION Y FUNCIONAMIENTO DE EQUIPO NORDSON ADHESIVO,si,CUMPLE,"11/5/2024, 9:16:40","0,0625",,.,.,CUMPLE,,,,
LINEA VIDRIO Y PET,540024,ENCARTONADORA WRAP AROUND,13350701,INSPECCION  SEMANAL ENCARTONADORA,VERIFICACION Y ESTADO DE MANGUERAS Y PISTOLAS (EQUIPO NORDSON),si,"Se requiere cambio de todas las boquillas para su buen funcionamiento, se tapan bastante.",,"0,0625",,Gerardo Harbey Garcia Cardenas,HENRY OVIDIO MORENO ARIAS,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/3sAeiWLjI8ROlznBStko/pub/iebbuvAGpJNLRQeMtkRb.jpeg,,,,
LINEA VIDRIO Y PET,540024,ENCARTONADORA WRAP AROUND,13350701,INSPECCION  SEMANAL ENCARTONADORA,VERIFICACION DE FUNCIONAMIENTO Y ESTADO DE MOTORES,si,CUMPLE,"11/5/2024, 9:18:01","0,0625",,.,.,CUMPLE,,,,
LINEA VIDRIO Y PET,540024,ENCARTONADORA WRAP AROUND,13350701,INSPECCION  SEMANAL ENCARTONADORA,VERIFICACION Y ESTADO DE PUERTAS (VIDRIOS),si,"A la espera de las puertas nuevas, por qué las que tenía se rompieron.",,"0,0625",,Gerardo Harbey Garcia Cardenas,HENRY OVIDIO MORENO ARIAS,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/3sAeiWLjI8ROlznBStko/pub/Aa4LzjR8S44oNzYax9fa.jpeg,,,,
LINEA VIDRIO Y PET,540024,ENCARTONADORA WRAP AROUND,13350701,INSPECCION  SEMANAL ENCARTONADORA,VERIFICACION Y ESTADO DE RODILLOS TRANSPORTADOR DE CAJAS,si,CUMPLE,"11/5/2024, 9:20:05","0,0625",,.,.,CUMPLE,,,,
LINEA VIDRIO Y PET,540024,ENCARTONADORA WRAP AROUND,13350701,INSPECCION  SEMANAL ENCARTONADORA,ORDEN Y ASEO,si,CUMPLE,"11/5/2024, 9:21:00","0,0625",,.,.,CUMPLE,si,si,si,si
LINEA VIDRIO Y PET,579107,DESPALETIZADORA DE BOTELLAS,13350700,INSPECION SEMANAL DESPALETIZADORA,VERIFICACION DE FUNCIONAMIENTO SENSORES,,,,"0,1428571429",,,,,si,si,si,si
LINEA VIDRIO Y PET,579107,DESPALETIZADORA DE BOTELLAS,13350700,INSPECION SEMANAL DESPALETIZADORA,VERIFICACION DE DESPLAZAMIENTO DE CABEZALES,,,,"0,1428571429",,,,,si,si,si,si
LINEA VIDRIO Y PET,579107,DESPALETIZADORA DE BOTELLAS,13350700,INSPECION SEMANAL DESPALETIZADORA,VERIFICACION DE ACTIVACIONES NEUMATICAS,,,,"0,1428571429",,,,,si,si,si,si
LINEA VIDRIO Y PET,579107,DESPALETIZADORA DE BOTELLAS,13350700,INSPECION SEMANAL DESPALETIZADORA,VERIFICACION DE LUBRICACION ,,,,"0,1428571429",,,,,si,si,si,si
LINEA VIDRIO Y PET,579107,DESPALETIZADORA DE BOTELLAS,13350700,INSPECION SEMANAL DESPALETIZADORA,INSPECCION DE TABLERO ELECTRICO,,,,"0,1428571429",,,,,si,si,si,si
LINEA VIDRIO Y PET,579107,DESPALETIZADORA DE BOTELLAS,13350700,INSPECION SEMANAL DESPALETIZADORA,INSPECCION DE MOTORES ,,,,"0,1428571429",,,,,si,si,si,si
LINEA VIDRIO Y PET,579107,DESPALETIZADORA DE BOTELLAS,13350700,INSPECION SEMANAL DESPALETIZADORA,ASEO Y ORDEN,,,,"0,1428571429",,,,,si,si,si,si
EQUIPOS AUXILIARES PRODUCCION AGUA,690046,TORRE DE ENFRIAMIENTO,13350705,INSPECION SEMANAL TORRE ENFRIAMIENTO,VERIFICAR FUNCIONAMIENTO Y ESTADO DE MOTOR TORRE,si,CUMPLE,"16/5/2024, 9:10:41","0,1666666667",si,.,.,CUMPLE,si,si,si,si
EQUIPOS AUXILIARES PRODUCCION AGUA,690046,TORRE DE ENFRIAMIENTO,13350705,INSPECION SEMANAL TORRE ENFRIAMIENTO,VERIFICACION DE FUNCIONAMIENTO DE BOMBAS,si,CUMPLE,"21/5/2024, 0:51:19","0,1666666667",,.,.,CUMPLE,si,si,si,si
EQUIPOS AUXILIARES PRODUCCION AGUA,690046,TORRE DE ENFRIAMIENTO,13350705,INSPECION SEMANAL TORRE ENFRIAMIENTO,VERIFICACION Y ESTADO DE VALVULAS MARIPOSAS,si,CUMPLE,"21/5/2024, 0:51:30","0,1666666667",,.,.,CUMPLE,si,si,si,si
EQUIPOS AUXILIARES PRODUCCION AGUA,690046,TORRE DE ENFRIAMIENTO,13350705,INSPECION SEMANAL TORRE ENFRIAMIENTO,VERIFICACION DE ESTADOS DE MANOMETROS,si,CUMPLE,"16/5/2024, 9:11:22","0,1666666667",si,.,.,CUMPLE,si,si,si,si
EQUIPOS AUXILIARES PRODUCCION AGUA,690046,TORRE DE ENFRIAMIENTO,13350705,INSPECION SEMANAL TORRE ENFRIAMIENTO,VERIFICACION DE ESTRUCTURA Y TANQUE ,si,CUMPLE,"16/5/2024, 9:11:14","0,1666666667",si,.,.,CUMPLE,si,si,si,si
EQUIPOS AUXILIARES PRODUCCION AGUA,690046,TORRE DE ENFRIAMIENTO,13350705,INSPECION SEMANAL TORRE ENFRIAMIENTO,ORDEN Y ASEO,si,CUMPLE,"16/5/2024, 9:11:37","0,1666666667",si,.,.,CUMPLE,si,si,si,si
EQUIPOS AUXILIARES PRODUCCION AGUA,709759,"SISTEMA DE ULTRAFILTRACION 1,5 LT*SEG",13350702,INSPECCION SEMANAL UF 709759,VERIFICAR FUNCIONAMIENTO DE BOMBA DOSIFICADORAS DE CLORO,si,"Bomba dosificadora de cloro inhabilitada, no dosifica y está en revisión.",,"0,0833333333",,Gerardo Harbey Garcia Cardenas,HENRY OVIDIO MORENO ARIAS,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/3sAeiWLjI8ROlznBStko/pub/xmvqmNFjL2Bh0ylqFAcl.jpeg,si,si,si,si
EQUIPOS AUXILIARES PRODUCCION AGUA,709759,"SISTEMA DE ULTRAFILTRACION 1,5 LT*SEG",13350702,INSPECCION SEMANAL UF 709759,VERIFICAR FUNCIONAMIENTO DE BOMBA DOSIFICADORAS DE ACIDO CITRICO,si,CUMPLE,"21/5/2024, 1:06:43","0,0833333333",,.,.,CUMPLE,si,si,si,si
EQUIPOS AUXILIARES PRODUCCION AGUA,709759,"SISTEMA DE ULTRAFILTRACION 1,5 LT*SEG",13350702,INSPECCION SEMANAL UF 709759,VERIFICAR FUNCIONAMIENTO DE VALVULAS ACCIONAMIENTO NEUMATICO 1 AL 20,si,CUMPLE,"21/5/2024, 1:18:31","0,0833333333",,.,.,CUMPLE,si,si,si,si
EQUIPOS AUXILIARES PRODUCCION AGUA,709759,"SISTEMA DE ULTRAFILTRACION 1,5 LT*SEG",13350702,INSPECCION SEMANAL UF 709759,VERIFICAR FUNCIONAMIENTO DE SENSORES NIVEL TANQUE BW ,si,CUMPLE,"21/5/2024, 1:18:42","0,0833333333",,.,.,CUMPLE,si,si,si,si
EQUIPOS AUXILIARES PRODUCCION AGUA,709759,"SISTEMA DE ULTRAFILTRACION 1,5 LT*SEG",13350702,INSPECCION SEMANAL UF 709759,VERIFICAR PROCESO BW EN MEMBRANAS,si,CUMPLE,"21/5/2024, 1:18:48","0,0833333333",,.,.,CUMPLE,si,si,si,si
EQUIPOS AUXILIARES PRODUCCION AGUA,709759,"SISTEMA DE ULTRAFILTRACION 1,5 LT*SEG",13350702,INSPECCION SEMANAL UF 709759,INSPECCION GENERAL DEL TABLERO ELECTRICO,si,CUMPLE,"21/5/2024, 1:18:54","0,0833333333",,.,.,CUMPLE,si,si,si,si
EQUIPOS AUXILIARES PRODUCCION AGUA,709759,"SISTEMA DE ULTRAFILTRACION 1,5 LT*SEG",13350702,INSPECCION SEMANAL UF 709759,INSPECCION DE FUNCIONAMIENTO MEDIDORES DE FLUJO,si,CUMPLE,"21/5/2024, 1:18:59","0,0833333333",,.,.,CUMPLE,si,si,si,si
EQUIPOS AUXILIARES PRODUCCION AGUA,709759,"SISTEMA DE ULTRAFILTRACION 1,5 LT*SEG",13350702,INSPECCION SEMANAL UF 709759,VERIFICAR FUNCIONAMIENTO DE MANOMETROS,si,CUMPLE,"21/5/2024, 1:19:07","0,0833333333",,.,.,CUMPLE,si,si,si,si
EQUIPOS AUXILIARES PRODUCCION AGUA,709759,"SISTEMA DE ULTRAFILTRACION 1,5 LT*SEG",13350702,INSPECCION SEMANAL UF 709759,VERIFICAR FUNCIONAMIENTO DE TRANSDUCTORES DE PRESION ,si,CUMPLE,"21/5/2024, 1:19:44","0,0833333333",,.,.,CUMPLE,si,si,si,si
EQUIPOS AUXILIARES PRODUCCION AGUA,709759,"SISTEMA DE ULTRAFILTRACION 1,5 LT*SEG",13350702,INSPECCION SEMANAL UF 709759,VERIFICAR FUNCIONAMIENTO DE UV ,si,CUMPLE,"21/5/2024, 1:19:51","0,0833333333",,.,.,CUMPLE,si,si,si,si
EQUIPOS AUXILIARES PRODUCCION AGUA,709759,"SISTEMA DE ULTRAFILTRACION 1,5 LT*SEG",13350702,INSPECCION SEMANAL UF 709759,VERIFICAR FUGAS DE AGUA,si,CUMPLE,"21/5/2024, 1:20:01","0,0833333333",,.,.,CUMPLE,si,si,si,si
EQUIPOS AUXILIARES PRODUCCION AGUA,709759,"SISTEMA DE ULTRAFILTRACION 1,5 LT*SEG",13350702,INSPECCION SEMANAL UF 709759,ORDEN Y ASEO,si,CUMPLE,"21/5/2024, 1:20:07","0,0833333333",,.,.,CUMPLE,si,si,si,si
LINEA VIDRIO Y PET,739544,TUNEL DE SECADO,13350709,INSPECCION SEMANAL TUNEL DE SECADO,VERIFICACION Y ESTADO DE GUIAS Y BOQUILLAS DE SECADO,,,,"0,1428571429",,,,,si,si,si,si
LINEA VIDRIO Y PET,739544,TUNEL DE SECADO,13350709,INSPECCION SEMANAL TUNEL DE SECADO,VERIFICACION DE GUIAS LATERALES ,,,,"0,1428571429",,,,,si,si,si,si
LINEA VIDRIO Y PET,739544,TUNEL DE SECADO,13350709,INSPECCION SEMANAL TUNEL DE SECADO,VERIFICACION Y ESTADO DE MOTORES ESTRACTORES,,,,"0,1428571429",,,,,si,si,si,si
LINEA VIDRIO Y PET,739544,TUNEL DE SECADO,13350709,INSPECCION SEMANAL TUNEL DE SECADO,VERIFICACION DE TABLERO ELECTRICO,,,,"0,1428571429",,,,,si,si,si,si
LINEA VIDRIO Y PET,739544,TUNEL DE SECADO,13350709,INSPECCION SEMANAL TUNEL DE SECADO,VERIFICACION Y ESTADO DE PUERTAS,,,,"0,1428571429",,,,,si,si,si,si
LINEA VIDRIO Y PET,739544,TUNEL DE SECADO,13350709,INSPECCION SEMANAL TUNEL DE SECADO,VERIFICACION DE ESTADO DE CABINA,,,,"0,1428571429",,,,,si,si,si,si
LINEA VIDRIO Y PET,739544,TUNEL DE SECADO,13350709,INSPECCION SEMANAL TUNEL DE SECADO,ORDEN Y ASEO,,,,"0,1428571429",,,,,si,si,si,si
LINEA VIDRIO Y PET,820095,ETIQUETADORA MODULAR AUTO ADHESIVA,13350697,INSPECCION SEMANAL ETIQUETADORA,VERIFICACION ESTADO DE JUEGOS DE MANEJO,,,,"0,0769230769",,,,,si,si,si,si
LINEA VIDRIO Y PET,820095,ETIQUETADORA MODULAR AUTO ADHESIVA,13350697,INSPECCION SEMANAL ETIQUETADORA,VERIFICACION DE SISTEMA NEUMATICO,,,,"0,0769230769",,,,,,,,
LINEA VIDRIO Y PET,820095,ETIQUETADORA MODULAR AUTO ADHESIVA,13350697,INSPECCION SEMANAL ETIQUETADORA,VERIFICACION DE SISTEMA MOTRIZ,,,,"0,0769230769",,,,,,,,
LINEA VIDRIO Y PET,820095,ETIQUETADORA MODULAR AUTO ADHESIVA,13350697,INSPECCION SEMANAL ETIQUETADORA,VERIFICACION DEL FUNCIONAMIENTO DE SENSORES DE LA ETIQUETA,,,,"0,0769230769",,,,,,,,
LINEA VIDRIO Y PET,820095,ETIQUETADORA MODULAR AUTO ADHESIVA,13350697,INSPECCION SEMANAL ETIQUETADORA,VERIFICACION Y ESTADO DE SERVOMOTORES,,,,"0,0769230769",,,,,,,,
LINEA VIDRIO Y PET,820095,ETIQUETADORA MODULAR AUTO ADHESIVA,13350697,INSPECCION SEMANAL ETIQUETADORA,VERIFICACION Y ESTADO DE SONSORES Y GUARDAS DE SEGURIDAD,,,,"0,0769230769",,,,,,,,
LINEA VIDRIO Y PET,820095,ETIQUETADORA MODULAR AUTO ADHESIVA,13350697,INSPECCION SEMANAL ETIQUETADORA,VERIFICACION DE FUNCIONAMIENTO Y ESTADO DE MOTORES,,,,"0,0769230769",,,,,,,,
LINEA VIDRIO Y PET,820095,ETIQUETADORA MODULAR AUTO ADHESIVA,13350697,INSPECCION SEMANAL ETIQUETADORA,VERIFICACION DE SISTEMA DE LUBRICACION,,,,"0,0769230769",,,,,,,,
LINEA VIDRIO Y PET,820095,ETIQUETADORA MODULAR AUTO ADHESIVA,13350697,INSPECCION SEMANAL ETIQUETADORA,VERIFICACION DE FUNCIONAMIENTO DE ESTACION DE ADHESIVO,,,,"0,0769230769",,,,,,,,
LINEA VIDRIO Y PET,820095,ETIQUETADORA MODULAR AUTO ADHESIVA,13350697,INSPECCION SEMANAL ETIQUETADORA,VERIFICACION DE TABLERO Y SISTEMA ELECTRICO,,,,"0,0769230769",,,,,,,,
LINEA VIDRIO Y PET,820095,ETIQUETADORA MODULAR AUTO ADHESIVA,13350697,INSPECCION SEMANAL ETIQUETADORA,VERIFICACION Y ESTADO DE CADENA TABLE-TOP,,,,"0,0769230769",,,,,,,,
LINEA VIDRIO Y PET,820095,ETIQUETADORA MODULAR AUTO ADHESIVA,13350697,INSPECCION SEMANAL ETIQUETADORA,VERIFICAR ESTADO DE CHUMACERAS Y RODAMIENTOS,,,,"0,0769230769",,,,,,,,
LINEA VIDRIO Y PET,820095,ETIQUETADORA MODULAR AUTO ADHESIVA,13350697,INSPECCION SEMANAL ETIQUETADORA,ORDEN Y ASEO,,,,"0,0769230769",,,,,si,si,si,si
LINEA VIDRIO Y PET,829890,TRANSPORTADORES,13350708,INSPECCION SEMANAL TRANSPORTADORES,VERIFICACION Y ESTADO DE CADENAS TABLE-TOP,si,CUMPLE,"11/5/2024, 9:21:10","0,1666666667",,.,.,CUMPLE,si,si,si,si
LINEA VIDRIO Y PET,829890,TRANSPORTADORES,13350708,INSPECCION SEMANAL TRANSPORTADORES,VERIFICACION Y FUNCIONAMIENTO DE MOTORES,si,CUMPLE,"11/5/2024, 9:21:17","0,1666666667",,.,.,CUMPLE,si,si,si,si
LINEA VIDRIO Y PET,829890,TRANSPORTADORES,13350708,INSPECCION SEMANAL TRANSPORTADORES,VERIFICACION Y FUNCIONAMIENTO DE SENSRES,si,CUMPLE,"11/5/2024, 9:21:24","0,1666666667",,.,.,CUMPLE,si,si,si,si
LINEA VIDRIO Y PET,829890,TRANSPORTADORES,13350708,INSPECCION SEMANAL TRANSPORTADORES,VERIFICACION DE ESTADO DE GUIAS LATERALES,si,CUMPLE,"11/5/2024, 9:21:29","0,1666666667",,.,.,CUMPLE,si,si,si,si
LINEA VIDRIO Y PET,829890,TRANSPORTADORES,13350708,INSPECCION SEMANAL TRANSPORTADORES,VERIFICACION DE ESTADO DE SOPORTES Y SISTEMA DE DRENAJES DE TRANSPORTADORES,si,CUMPLE,"11/5/2024, 9:21:35","0,1666666667",,.,.,CUMPLE,si,si,si,si
LINEA VIDRIO Y PET,829890,TRANSPORTADORES,13350708,INSPECCION SEMANAL TRANSPORTADORES,ORDEN Y ASEO,si,CUMPLE,"11/5/2024, 9:21:41","0,1666666667",,.,.,CUMPLE,si,si,si,si
PLANTA DE TRATAMIENTO AGUAS RESIDUALES,71007203,SISTEMA NEUTRALIZACION DE PH CON CO2,13350710,INSPECION SEMANAL  SISTEMA NEUTRALIZAD,VERIFICACION FUNCIONAMIENTO Y ESTADO DE SISTEMA CO2,,,,"0,1111111111",,,,,si,si,si,si
PLANTA DE TRATAMIENTO AGUAS RESIDUALES,71007203,SISTEMA NEUTRALIZACION DE PH CON CO2,13350710,INSPECION SEMANAL  SISTEMA NEUTRALIZAD,VERIFICACION DE BOMBA DE 5HP,,,,"0,1111111111",,,,,si,si,si,si
PLANTA DE TRATAMIENTO AGUAS RESIDUALES,71007203,SISTEMA NEUTRALIZACION DE PH CON CO2,13350710,INSPECION SEMANAL  SISTEMA NEUTRALIZAD,VERIFICACION DE ESTADO TANQUE DEL NEUTRALIZADOR,,,,"0,1111111111",,,,,si,si,si,si
