Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Duración,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador,Completado,Observaciones,Fecha Programada,aprobacion programador,correo de programador,correo de planeador,imagen_observacion
EQUIPOS PARA  ENVASADO JUGOS HIT,900039,CORONADORA,13349831,INSPECIÓN SEMANAL CORONADORA 900039,REVISAR SISTEMA DE CONTROL Y POTENCIA,"0,06",si,si,si,si,si,CUMPLE,"9/5/2024, 13:53:22",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,508166,LAVADORA DE BOTELLAS AUSTRAL  ,13349832,INSPECCIÓN SEMANAL LAVADORA 508166,ESTADO DE LAS PUNTERAS,"0,05",si,si,si,si,si,CUMPLE,"8/5/2024, 21:32:44",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,508166,LAVADORA DE BOTELLAS AUSTRAL  ,13349832,INSPECCIÓN SEMANAL LAVADORA 508166,ESTADO DEL ENCANASTADO,"0,05",si,si,si,si,si,CUMPLE,"8/5/2024, 21:32:54",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,508166,LAVADORA DE BOTELLAS AUSTRAL  ,13349832,INSPECCIÓN SEMANAL LAVADORA 508166,REVISION CARGUE Y DESCARGUE,"0,05",si,si,si,si,si,CUMPLE,"8/5/2024, 21:33:00",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,508166,LAVADORA DE BOTELLAS AUSTRAL  ,13349832,INSPECCIÓN SEMANAL LAVADORA 508166,ESTADO DE TANQUES LAVADORA ,"0,05",si,si,si,si,si,CUMPLE,"8/5/2024, 21:33:06",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,508166,LAVADORA DE BOTELLAS AUSTRAL  ,13349832,INSPECCIÓN SEMANAL LAVADORA 508166,ESTADO MOTORES Y BOMBAS,"0,05",si,si,si,si,si,CUMPLE,"8/5/2024, 21:33:12",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,508166,LAVADORA DE BOTELLAS AUSTRAL  ,13349832,INSPECCIÓN SEMANAL LAVADORA 508166,ESTADO  COCHES DE ENJUAGUE,"0,05",si,si,si,si,si,CUMPLE,"8/5/2024, 21:33:17",si,.,.,CUMPLE
EQUIPOS PARA  ENVASADO JUGOS HIT,50816601,SISTEMA I  ,13349835,INSPECCION SEMANAL SISTEMA I 50816601,REVISION SISTEMA DE CONDENSADO Y VALVULAS,"0,3333333333",si,si,si,si,si,CUMPLE,"8/5/2024, 21:33:40",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,829695,TRANSPORTADORES,13349822,INSPECCIÓN SEMANAL TRANSPORT.L6 829695,Revisar cadenas,"0,5",si,si,si,si,si,CUMPLE,"9/5/2024, 12:09:37",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,829695,TRANSPORTADORES,13349822,INSPECCIÓN SEMANAL TRANSPORT.L6 829695,Revisar piñones y chumaceras,"0,5",si,si,si,si,si,CUMPLE,"9/5/2024, 12:09:49",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,659649,TANQUE 1,13349812,INSPECCIÓN SEMANAL TANQUE #1 L6 659649,REVISAR REDUCTOR Y AGITADOR,"0,5",si,si,si,si,si,CUMPLE,"9/5/2024, 12:09:55",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,659649,TANQUE 1,13349812,INSPECCIÓN SEMANAL TANQUE #1 L6 659649,REVISAR MOTOR Y SISTEMA DE CONTROL,"0,5",si,si,si,si,si,CUMPLE,"9/5/2024, 12:48:42",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,659650,TANQUE 2,13349813,INSPECCIÓN SEMANAL TANQUE #2 L6 659650,REVISAR REDUCTOR Y AGITADOR,"0,5",si,si,si,si,si,CUMPLE,"9/5/2024, 12:10:11",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,659650,TANQUE 2,13349813,INSPECCIÓN SEMANAL TANQUE #2 L6 659650,REVISAR MOTOR Y SISTEMA DE CONTROL,"0,5",si,si,si,si,si,CUMPLE,"9/5/2024, 12:48:49",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,659651,TANQUE 3,13349815,INSPECCIÓN SEMANAL TANQUE #3 L6 659651,REVISAR REDUCTOR Y AGITADOR,"0,5",si,si,si,si,si,CUMPLE,"9/5/2024, 12:10:24",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,659651,TANQUE 3,13349815,INSPECCIÓN SEMANAL TANQUE #3 L6 659651,REVISAR MOTOR Y SISTEMA DE CONTROL,"0,5",si,si,si,si,si,CUMPLE,"9/5/2024, 12:48:22",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,519560,LLENADORA TRIBLOCK (RINSE-LLENADORA-CORONADOR) ,13349809,INSPECCIÓN SEMANAL LLENADORA L6 519560,Revisar intercambiador de calor,"0,0833333333",si,si,si,si,si,CUMPLE,"21/5/2024, 23:53:32",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,519560,LLENADORA TRIBLOCK (RINSE-LLENADORA-CORONADOR) ,13349809,INSPECCIÓN SEMANAL LLENADORA L6 519560,Revisar bomba Rinse,"0,0833333333",si,si,si,si,si,CUMPLE,"21/5/2024, 23:53:39",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,519560,LLENADORA TRIBLOCK (RINSE-LLENADORA-CORONADOR) ,13349809,INSPECCIÓN SEMANAL LLENADORA L6 519560,Revisar boquillas Rinse,"0,0833333333",si,si,si,si,si,CUMPLE,"21/5/2024, 23:53:44",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,519560,LLENADORA TRIBLOCK (RINSE-LLENADORA-CORONADOR) ,13349809,INSPECCIÓN SEMANAL LLENADORA L6 519560,Revisar tanque abastecimiento de Aloe,"0,0833333333",si,si,si,si,si,CUMPLE,"21/5/2024, 23:53:57",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,519560,LLENADORA TRIBLOCK (RINSE-LLENADORA-CORONADOR) ,13349809,INSPECCIÓN SEMANAL LLENADORA L6 519560,Revisar dosificador de Aloe,"0,0833333333",si,si,si,si,si,CUMPLE,"21/5/2024, 23:54:10",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,519560,LLENADORA TRIBLOCK (RINSE-LLENADORA-CORONADOR) ,13349809,INSPECCIÓN SEMANAL LLENADORA L6 519560,Revisar válvulas y boquillas de llenado,"0,0833333333",si,si,si,si,si,CUMPLE,"21/5/2024, 23:54:15",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,519560,LLENADORA TRIBLOCK (RINSE-LLENADORA-CORONADOR) ,13349809,INSPECCIÓN SEMANAL LLENADORA L6 519560,Revisar porta-botellas llenadora,"0,0833333333",si,si,si,si,si,CUMPLE,"21/5/2024, 23:54:25",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,519560,LLENADORA TRIBLOCK (RINSE-LLENADORA-CORONADOR) ,13349809,INSPECCIÓN SEMANAL LLENADORA L6 519560,Revisar estrellas y transportador,"0,0833333333",si,si,si,si,si,CUMPLE,"21/5/2024, 23:54:30",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,519560,LLENADORA TRIBLOCK (RINSE-LLENADORA-CORONADOR) ,13349809,INSPECCIÓN SEMANAL LLENADORA L6 519560,Revisar tanque de retorno,"0,0833333333",si,si,si,si,si,CUMPLE,"21/5/2024, 23:54:35",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,519560,LLENADORA TRIBLOCK (RINSE-LLENADORA-CORONADOR) ,13349809,INSPECCIÓN SEMANAL LLENADORA L6 519560,REVISAR ROSCADORES,"0,0833333333",si,si,si,si,si,CUMPLE,"21/5/2024, 23:55:10",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,519560,LLENADORA TRIBLOCK (RINSE-LLENADORA-CORONADOR) ,13349809,INSPECCIÓN SEMANAL LLENADORA L6 519560,Inspeccionar plato distribuidor de tapa,"0,0833333333",si,si,si,si,si,CUMPLE,"21/5/2024, 23:55:15",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,519560,LLENADORA TRIBLOCK (RINSE-LLENADORA-CORONADOR) ,13349809,INSPECCIÓN SEMANAL LLENADORA L6 519560,"Revisar elevador, carrilera  y tolva de acumulación de tapa","0,0833333333",si,si,si,si,si,CUMPLE,"21/5/2024, 23:55:19",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,690109,PASTEURIZADOR,13349819,INSPECCIÓN SEMANAL PASTEURIZADOR 690109,REVISAR SISTEMA NEUMATICO,"0,25",si,si,si,si,si,CUMPLE,"21/5/2024, 23:56:48",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,690109,PASTEURIZADOR,13349819,INSPECCIÓN SEMANAL PASTEURIZADOR 690109,REVISAR BOMBAS,"0,25",si,si,si,si,si,CUMPLE,"21/5/2024, 23:57:00",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,690109,PASTEURIZADOR,13349819,INSPECCIÓN SEMANAL PASTEURIZADOR 690109,REVISAR SISTEMA DE CALENTAMIENTO  ,"0,25",si,si,si,si,si,CUMPLE,"21/5/2024, 23:57:05",si,.,.,CUMPLE
0198-LINEA DE PRODUCCION 6 PET,690109,PASTEURIZADOR,13349819,INSPECCIÓN SEMANAL PASTEURIZADOR 690109,REVISAR SISTEMA DE CONTROL Y POTENCIA,"0,25",si,si,si,si,si,CUMPLE,"21/5/2024, 23:57:11",si,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,900045,SISTEMA D (MEZCLA JUGO) ,13349853,INSPECCION SEMANAL SISTEMA D,REVISAR SISTEMA NEUMATICO,"0,2",si,si,si,si,si,CUMPLE,"21/5/2024, 13:06:39",si,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,900047,SISTEMA F (SISTEMA C.I.P) ,13349850,INSPECCION SEMANAL SISTEMA F,REVISION ESTADO DE BOMBAS,"0,2",si,si,si,si,si,CUMPLE,"21/5/2024, 13:14:05",si,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,900047,SISTEMA F (SISTEMA C.I.P) ,13349850,INSPECCION SEMANAL SISTEMA F,REVISION SISTEMA DE CONDENSADO,"0,2",si,si,si,si,si,CUMPLE,"21/5/2024, 13:14:28",si,.,.,CUMPLE
EQUIPOS PARA PREPARACION JUGOS HIT,900047,SISTEMA F (SISTEMA C.I.P) ,13349850,INSPECCION SEMANAL SISTEMA F,REVISION TANQUE Y AGITADORES,"0,2",si,si,si,si,si,CUMPLE,"21/5/2024, 13:14:38",si,.,.,CUMPLE
LINEA DE ENVASADO DE TETRAPAK  LINEA 4,519559,LLENADORA A-3 FLEX   ,13349840,INSPECCION SEMANAL LLENADORA A3 FLEX,ESTADO DE SISTEMA DE TRACCION Y BRAZOS,"0,4",si,si,si,si,si,CUMPLE,"16/5/2024, 13:49:36",si,.,.,CUMPLE
TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,207022,TALLER INDUSTRIAL MANTENIMIENTO PLANTA,13349796,INSPECCIÓN SEMANAL TALLER 207022,VERIFICAR LIMPIEZA Y ASEO DEL TALLER,"0,25",si,si,si,si,si,CUMPLE,"17/5/2024, 6:11:02",si,.,.,CUMPLE
TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,207022,TALLER INDUSTRIAL MANTENIMIENTO PLANTA,13349796,INSPECCIÓN SEMANAL TALLER 207022,VERIFICAR ESTADO DE CONTENEDORES DE BASURA,"0,25",si,si,si,si,si,CUMPLE,"17/5/2024, 6:11:12",si,.,.,CUMPLE
TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,207022,TALLER INDUSTRIAL MANTENIMIENTO PLANTA,13349796,INSPECCIÓN SEMANAL TALLER 207022,VERIFICAR CONTENDOR DE CHATARRA,"0,25",si,si,si,si,si,CUMPLE,"17/5/2024, 6:11:20",si,.,.,CUMPLE
TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,207022,TALLER INDUSTRIAL MANTENIMIENTO PLANTA,13349796,INSPECCIÓN SEMANAL TALLER 207022,VERIFICAR QUE NO HAYAN ELEMENTOS EXTRAÑOS EN EL TALLER,"0,25",si,si,si,si,si,CUMPLE,"17/5/2024, 6:11:27",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICACIÓN FUNCIONAMIENTO CONTROLES TEMP.,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:53:36",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICACIÓN FUNCIÓN. VÁLVULAS DE VAPOR,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:53:46",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICACIÓN VELOCIDAD LAVADORA 17GPM -13GPM,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:53:54",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICAR BOQUILLAS Y CHORROS ENJUAGUE,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:54:05",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICAR  PRESIÓN BOMBAS DE AGUA Y SODA,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:54:13",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICAR  ESTADO  DE CANASTAS Y PUNTERAS,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:54:21",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICAR  ESTADO DE MANÓMETROS,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:54:36",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICAR  FUNCION. ELECTROVALVULA AGUA ,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:54:51",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICAR  FUNCIONAMIENTO PRESOSTATO AGUA,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:55:02",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICAR  FUNCIONAMIENTO SENSORES,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:55:11",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICAR  FUNCIONAMIENTO PILOTOS,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:55:21",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICAR  ALARMA BAJA  PRESIÓN DE AGUA ,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:55:28",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICAR FUNCIONAMIENTO SISTEMA EDTA,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:55:43",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICACION ESTADO DUCHAS Y LAVAOJOS (2),1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:56:11",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICACION FUNCIONAMIENTO SISTEMA ELECTRICO,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:56:24",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,"VERIFICAR ESTADO CHUMACERAS , PIÑONES Y CADENAS",1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:56:36",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICAR ORDEN Y ASEO GENERAL ( TECHO Y PISO),1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:56:44",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICAR LIMPIEZA  TABLEROS ELECTRICOS,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:56:54",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",508214,LAVADORA DE BOTELLAS,13338876,Inspeccion  SEMANAL LAVADORA,VERIFICAR LUBRICACION GENERAL EQUIPO ,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:57:05",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",560014,LAVADORA DE CAJAS,13297649,Inspeccion  semanal Lavadora de cajas,VERIFICAR  FUNC. Y ESTADO BOQUILLAS,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:58:21",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",560014,LAVADORA DE CAJAS,13297649,Inspeccion  semanal Lavadora de cajas,VERIFICAR PRESION BOMBAS DE AGUA,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:58:29",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",560014,LAVADORA DE CAJAS,13297649,Inspeccion  semanal Lavadora de cajas,VERIFICAR FUNC. DE MANOMETROS  ,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:58:42",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",560014,LAVADORA DE CAJAS,13297649,Inspeccion  semanal Lavadora de cajas,VERIFICAR ESTADO CADENA TRANSPORTADOR,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:58:52",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",560014,LAVADORA DE CAJAS,13297649,Inspeccion  semanal Lavadora de cajas,VERIFICAR ESTADO EMPAQUES Y JUNTAS,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:59:06",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",560014,LAVADORA DE CAJAS,13297649,Inspeccion  semanal Lavadora de cajas,VERIFICAR ESTADO BANDA TRANSP ENTRADA,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:59:24",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",560014,LAVADORA DE CAJAS,13297649,Inspeccion  semanal Lavadora de cajas,VERIFICAR ESTADO GENERAL DEL EQUIPO,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:59:34",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",560014,LAVADORA DE CAJAS,13297649,Inspeccion  semanal Lavadora de cajas,VERIFICAR LUBRICACION  CHUMACERAS Y RODAMIENTOS ,1,si,si,si,si,si,CUMPLE,"17/5/2024, 8:59:48",si,.,.,CUMPLE
LINEA PARA EL LLENADO DE BOLSAS,710165,LLENADORA DE BOLSAS LINEA 6,13343982,Inspeccion semanal  llenadora bolsa 6L,VERIFICAR FUNCIOANMIENTO DEL EQUIPO,1,si,si,si,si,si,CUMPLE,"10/5/2024, 11:09:35",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIF FUNC.CONTROLES NIVEL VASOS  (A-J-M),"0,2105263158",si,si,si,si,si,CUMPLE,"21/5/2024, 13:53:24",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIF FUNC.CONTROL NIVEL TANQUE PRECARBONAT,"0,2105263158",si,si,si,si,si,CUMPLE,"21/5/2024, 13:53:44",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIF FUNC.CONTROL NIVEL TANQUE CARBONATADOR,"0,2105263158",si,si,si,si,si,CUMPLE,"21/5/2024, 13:53:59",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  PRESION BOMBAS DE AGUA Y MEZCLA,"0,2105263158",si,si,si,si,si,CUMPLE,"21/5/2024, 13:54:11",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  FUNC. BOMBA DE VACIO,"0,2105263158",si,si,si,si,si,CUMPLE,"21/5/2024, 13:54:24",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  FUNC. REGULADORES DE AIRE,"0,2105263158",si,si,si,si,si,CUMPLE,"21/5/2024, 13:54:34",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  FUNC.REGULADORES DE CO2,"0,2105263158",si,si,si,si,si,CUMPLE,"21/5/2024, 13:54:44",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  FUNC. VALVULAS PM,"0,2105263158",si,si,si,si,si,CUMPLE,"21/5/2024, 13:54:54",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  FUNC CARBO TROOL,"0,2105263158",si,si,si,si,si,CUMPLE,"21/5/2024, 13:55:02",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  FUNC. ELECTROVLAVULAS,"0,2105263158",si,si,si,si,si,CUMPLE,"21/5/2024, 13:55:14",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  FUNC MANOMETROS ,"0,2105263158",si,si,si,si,si,CUMPLE,"21/5/2024, 13:55:31",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR  ESTADO FILTROS DE AIRE,"0,2105263158",si,si,si,si,si,CUMPLE,"21/5/2024, 13:55:41",si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,13355939,Inspeccion semanal CARBO UBE 520002,VERIFICAR FUGAS DE AIRE,"0,2105263158",si,si,si,si,si,CUMPLE,"21/5/2024, 13:56:04",si,.,.,CUMPLE
